Order,Level,short_code,long_code,long_parent,code,parent,description
931149,3,846300,8.463E+11,8.40021E+11,84.63,84,Machine tools for working metal. sintered metal carbides or cermets. without removing material (excl. forging. bending. folding. straightening and flattening presses. shearing machines. punching or notching machines. presses and machines for working in the hand)
931150,4,846310,8.4631E+11,8.463E+11,8463.1,84.63,Draw-benches for metal bars. tubes. profiles. wire or the like
931151,4,846320,8.4632E+11,8.463E+11,8463.2,84.63,Thread rolling machines. for working metal
931152,4,846330,8.4633E+11,8.463E+11,8463.3,84.63,Machine tools for working metal wire. without removing material (excl. wire bending machines of heading 8461 and machines for working in the hand)
931153,4,846390,8.4639E+11,8.463E+11,8463.9,84.63,Machine tools for working metal. sintered metal carbides or cermets. without removing metal (excl. forging. bending. folding. straightening and flattening presses. shearing machines. punching or notching machines. presses. draw-benches. thread rolling machines. machines for working metal wire and machines for working in the hand)
931154,3,846400,8.464E+11,8.40021E+11,84.64,84,Machine tools for working stone. ceramics. concrete. asbestos-cement or like mineral materials or for cold-working glass (excl. machines for working in the hand)
931155,4,846410,8.4641E+11,8.464E+11,8464.1,84.64,Sawing machines for working stone. ceramics. concrete. asbestos-cement or like mineral materials or for cold-working glass (excl. machines for working in the hand)
931156,4,846420,8.4642E+11,8.464E+11,8464.2,84.64,Grinding or polishing machines. for working stone. ceramics. concrete. asbestos-cement or like mineral materials or for cold-working glass (excl. machines for working in the hand)
931157,4,846490,8.4649E+11,8.464E+11,8464.9,84.64,Machine tools for working stones. concrete. asbestos cement or similar mineral substances or for cold-working glass (excl. sawing machines. grinding machines. polishing machines. hand-operated machines and machines for scribing or scoring semiconductor wafers)
931158,3,846500,8.465E+11,8.40021E+11,84.65,84,Machine tools. incl. machines for nailing. stapling. glueing or otherwise assembling. for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand)
931159,4,846510,8.4651E+11,8.465E+11,8465.1,84.65,Machines for working wood. cork. bone. hard rubber. hard plastics or similar hard materials. which can carry out different types of machining operations without tool change between such operations
931160,4,846591,8.46591E+11,8.465E+11,,84.65,
931161,5,846591,8.46591E+11,8.46591E+11,8465.91,,Sawing machines for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand)
931162,5,846592,8.46592E+11,8.46591E+11,8465.92,,Planing. milling or moulding -by cutting- machines. for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand and machines of subheading 8465.10)
931163,5,846593,8.46593E+11,8.46591E+11,8465.93,,Grinding. sanding or polishing machines for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand)
931164,5,846594,8.46594E+11,8.46591E+11,8465.94,,Bending or assembling machines for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand)
931165,5,846595,8.46595E+11,8.46591E+11,8465.95,,Drilling or mortising machines for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand and machines of subheading 8465.10)
931166,5,846596,8.46596E+11,8.46591E+11,8465.96,,Splitting. slicing or paring machines. for working wood
931167,5,846599,8.46599E+11,8.46591E+11,8465.99,,"Machine tools for working wood. cork. bone. hard rubber. hard plastics or similar hard materials (excl. machines for working in the hand. machines of subheading 8465.10. sawing machines. planing. milling or moulding ""by cutting"" machines. grinding. sanding or polishing machines. bending or assembling machines. drilling or mortising machines and splitting. slicing or paring machines)"
931168,3,846600,8.466E+11,8.40021E+11,84.66,84,Parts and accessories suitable for use solely or principally with the machine tools of heading 8456 to 8465. incl. work or tool holders. self-opening dieheads. dividing heads and other special attachments for machine tools. n.e.s.; tool holders for any type of tool for working in the hand
931169,4,846610,8.4661E+11,8.466E+11,8466.1,84.66,Tool holders. incl. tool holders for any type of tool for working in the hand. and self-opening dieheads. for machine tools
931170,4,846620,8.4662E+11,8.466E+11,8466.2,84.66,Work holders for machine tools
931171,4,846630,8.4663E+11,8.466E+11,8466.3,84.66,Dividing heads and other special attachments for machine tools. n.e.s.
931172,4,846691,8.46691E+11,8.466E+11,,84.66,
931173,5,846691,8.46691E+11,8.46691E+11,8466.91,,Parts and accessories for machine tools for working stone. ceramics. concrete. asbestos-cement or like mineral materials or for cold-working glass. n.e.s.
931174,5,846692,8.46692E+11,8.46691E+11,8466.92,,Parts and accessories for machine tools for working wood. cork. bone. hard rubber. hard plastics or similar hard materials. n.e.s.
931175,5,846693,8.46693E+11,8.46691E+11,8466.93,,Parts and accessories for machine tools for working metal by removing material. n.e.s.
931176,5,846694,8.46694E+11,8.46691E+11,8466.94,,Parts and accessories for machine tools for working metal without removing material. n.e.s.
931177,3,846700,8.467E+11,8.40021E+11,84.67,84,Tools for working in the hand. pneumatic. hydraulic or with self-contained electric or non-electric motor; parts thereof
931178,4,846711,8.46711E+11,8.467E+11,,84.67,
931179,5,846711,8.46711E+11,8.46711E+11,8467.11,,Tools for working in the hand. pneumatic. rotary type. incl. combined rotary-percussion
931180,5,846719,8.46719E+11,8.46711E+11,8467.19,,Pneumatic tools for working in the hand. non-rotary type
931181,4,846721,8.46721E+11,8.467E+11,,84.67,
931182,5,846721,8.46721E+11,8.46721E+11,8467.21,,Drills of all kinds for working in the hand. with self-contained electric motor
931183,5,846722,8.46722E+11,8.46721E+11,8467.22,,Saws for working in the hand. with self-contained electric motor
931184,5,846729,8.46729E+11,8.46721E+11,8467.29,,Electromechanical tools for working in the hand. with self-contained electric motor (excl. saws and drills)
931185,4,846781,8.46781E+11,8.467E+11,,84.67,
931186,5,846781,8.46781E+11,8.46781E+11,8467.81,,Chainsaws for working in the hand. with self-contained non-electric motor
931187,5,846789,8.46789E+11,8.46781E+11,8467.89,,Tools for working in the hand. hydraulic or with self-contained non-electric motor (excl. chainsaws and pneumatic tools)
931188,4,846791,8.46791E+11,8.467E+11,,84.67,
931189,5,846791,8.46791E+11,8.46791E+11,8467.91,,Parts of chainsaws. for working in the hand. with self-contained electric or non-electric motor. n.e.s.
931190,5,846792,8.46792E+11,8.46791E+11,8467.92,,Parts of pneumatic tools for working in the hand. n.e.s.
931191,5,846799,8.46799E+11,8.46791E+11,8467.99,,Parts of pneumatic tools for working in the hand. hydraulic or with self-contained electric or non-electric motor. n.e.s.
931192,3,846800,8.468E+11,8.40021E+11,84.68,84,Machinery and apparatus for soldering. brazing or welding. whether or not capable of cutting (other than those of heading 8515); gas-operated surface tempering machines and appliances; parts thereof
931193,4,846810,8.4681E+11,8.468E+11,8468.1,84.68,Hand-held blow pipes. gas-operated. for soldering. brazing or welding
931194,4,846820,8.4682E+11,8.468E+11,8468.2,84.68,Gas-operated machinery and apparatus for soldering. brazing. welding or surface tempering (excl. hand-held blow pipes)
931195,4,846880,8.4688E+11,8.468E+11,8468.8,84.68,Machinery and apparatus for welding. not gas-operated (excl. electric machines and apparatus of heading 8515)
931196,4,846890,8.4689E+11,8.468E+11,8468.9,84.68,Parts of machinery and apparatus for soldering. brazing. welding or surface tempering. non-electric. n.e.s.
931197,3,846900,8.469E+11,8.40021E+11,8469,84,Typewriters and word-processing machines (excl. automatic data-processing machines and units thereof of heading 8443 and laser. thermal and electrosensitive printers)
931198,3,847000,8.47E+11,8.40021E+11,84.7,84,"Calculating machines and pocket-size ""dimensions <= 170 mm x 100 mm x 45 mm"" data recording. reproducing and displaying machines with calculating functions; accounting machines. postage-franking machines. ticket-issuing machines and similar machines. incorporating a calculating device; cash registers (excl. data-processing machines of heading 8471 and automatic goods-vending machines)"
931199,4,847010,8.4701E+11,8.47E+11,8470.1,84.7,"Electronic calculators capable of operation without an external source of electric power and pocket-size ""dimensions <= 170 mm x 100 mm x 45 mm"" data recording. reproducing and displaying machines with calculating functions"
931200,4,847021,8.47021E+11,8.47E+11,,84.7,
931201,5,847021,8.47021E+11,8.47021E+11,8470.21,,Electronic calculating machines incorporating a printing device. with mains connection (excl. data-processing machines of heading 8471)
931202,5,847029,8.47029E+11,8.47021E+11,8470.29,,Electronic calculating machines not incorporating a printing device. with mains connection (excl. data-processing machines of heading 8471)
931203,4,847030,8.4703E+11,8.47E+11,8470.3,84.7,Calculating machines. non-electronic
931204,4,847050,8.4705E+11,8.47E+11,8470.5,84.7,Cash registers incorporating a calculating device
931205,4,847090,8.4709E+11,8.47E+11,8470.9,84.7,Accounting machines. postage-franking machines. ticket-issuing machines and similar machines. incorporating a calculating device (excl. calculating machin. cash registers and automatic vending machines)
931206,3,847100,8.471E+11,8.40021E+11,84.71,84,Automatic data-processing machines and units thereof; magnetic or optical readers. machines for transcribing data onto data media in coded form and machines for processing such data. n.e.s.
931207,4,847130,8.4713E+11,8.471E+11,8471.3,84.71,Data-processing machines. automatic. portable. weighing <= 10 kg. consisting of at least a central processing unit. a keyboard and a display (excl. peripheral units)
931208,4,847141,8.47141E+11,8.471E+11,,84.71,
931209,5,847141,8.47141E+11,8.47141E+11,8471.41,,Data-processing machines. automatic. comprising in the same housing at least a central processing unit. and one input unit and one output unit. whether or not combined (excl. portable weighing <= 10 kg and excl. those presented in the form of systems and peripheral units)
931210,5,847149,8.47149E+11,8.47141E+11,8471.49,,"Data-processing machines. automatic. presented in the form of systems ""comprising at least a central processing unit. one input unit and one output unit"" (excl. portable weighing <= 10 kg and excl. peripheral units)"
931211,4,847150,8.4715E+11,8.471E+11,8471.5,84.71,Processing units for automatic data-processing machines. whether or not containing in the same housing one or two of the following types of unit: storage units. input units. output units (excl. those of heading 8471.41 or 8471.49 and excl. peripheral units)
931212,4,847160,8.4716E+11,8.471E+11,8471.6,84.71,.nput or output units for automatic data-processing machines. whether or not containing storage units in the same housing
931213,4,847170,8.4717E+11,8.471E+11,8471.7,84.71,Storage units for automatic data-processing machines
931214,4,847180,8.4718E+11,8.471E+11,8471.8,84.71,Units for automatic data-processing machines (excl. processing units. input or output units and storage units)
931215,4,847190,8.4719E+11,8.471E+11,8471.9,84.71,Magnetic or optical readers. machines for transcribing data onto data media in coded form and machines for processing such data. n.e.s.
931216,3,847200,8.472E+11,8.40021E+11,84.72,84,Office machines. e.g. hectograph or stencil duplicating machines. addressing machines. automatic banknote dispensers. coin-sorting machines. coin-counting or coin-wrapping machines. pencil-sharpening machines. perforating or stapling machines. n.e.s.
931217,4,847210,8.4721E+11,8.472E+11,8472.1,84.72,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying machines)"
931218,4,847230,8.4723E+11,8.472E+11,8472.3,84.72,Machines for sorting or folding mail or for inserting mail in envelopes or bands. machines for opening. closing or sealing mail and machines for affixing or cancelling postage stamps
931219,4,847290,8.4729E+11,8.472E+11,8472.9,84.72,Office machines. n.e.s.
931220,3,847300,8.473E+11,8.40021E+11,84.73,84,Parts and accessories (other than covers. carrying cases and the like) suitable for use solely or principally with machines of heading 8469 to 8472. n.e.s.
931221,4,847310,8.4731E+11,8.473E+11,8473.1,84.73,Parts and accessories for typewriters or word-processing machines of heading 8469. n.e.s.
931222,4,847321,8.47321E+11,8.473E+11,,84.73,
931223,5,847321,8.47321E+11,8.47321E+11,8473.21,,Parts and accessories of electronic calculating machines of subheading 8470.10. 8470.21 or 8470.29. n.e.s.
931224,5,847329,8.47329E+11,8.47321E+11,8473.29,,Parts and accessories of non-electronic calculators for accounting machines. cash registers or other machines. incorporating a calculating device. of heading 8470. n.e.s.
931225,4,847330,8.4733E+11,8.473E+11,8473.3,84.73,Parts and accessories of automatic data-processing machines or for other machines of heading 8471. n.e.s.
931226,4,847340,8.4734E+11,8.473E+11,8473.4,84.73,Parts and accessories of other office machines of heading 8472. n.e.s.
931227,4,847350,8.4735E+11,8.473E+11,8473.5,84.73,Parts and accessories equally suitable for use with two or more typewriters. word-processing machines. calculating machines. automatic data-processing machines or other machines. equipment or devices of heading 8469 to 8472. n.e.s.
931228,3,847400,8.474E+11,8.40021E+11,84.74,84,Machinery for sorting. screening. separating. washing. crushing. grinding. mixing or kneading earth. stone. ores or other mineral substances. in solid. incl. powder or paste. form; machinery for agglomerating. shaping or moulding solid mineral fuels. ceramic paste. unhardened cements. plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand; parts thereof
931229,4,847410,8.4741E+11,8.474E+11,8474.1,84.74,Sorting. screening. separating or washing machines for solid mineral substances. incl. those in powder or paste form (excl. centrifuges and filter presses)
931230,4,847420,8.4742E+11,8.474E+11,8474.2,84.74,Crushing or grinding machines for solid mineral substances
931231,4,847431,8.47431E+11,8.474E+11,,84.74,
931232,5,847431,8.47431E+11,8.47431E+11,8474.31,,Concrete or mortar mixers (excl. those mounted on railway wagons or lorry chassis)
931233,5,847432,8.47432E+11,8.47431E+11,8474.32,,Machines for mixing mineral substances with bitumen
931234,5,847439,8.47439E+11,8.47431E+11,8474.39,,Machinery for mixing or kneading solid mineral substances. incl. those in powder or paste form (excl. concrete and mortar mixers. machines for mixing mineral substances with bitumen and calenders)
931235,4,847480,8.4748E+11,8.474E+11,8474.8,84.74,Machinery for agglomerating. shaping or moulding solid mineral fuels. ceramic paste. unhardened cements. plastering materials and other mineral products in powder or paste form; machines for forming foundry moulds of sand (excl. those for the casting or pressing of glass)
931236,4,847490,8.4749E+11,8.474E+11,8474.9,84.74,Parts of machinery for working mineral substances of heading 8474. n.e.s.
931237,3,847500,8.475E+11,8.40021E+11,84.75,84,Machines for assembling electric or electronic lamps. tubes or valves or flashbulbs. in glass envelopes; machines for manufacturing or hot working glass or glassware (excl. furnaces and heating apparatus for manufacturing toughened glass); parts thereof
931238,4,847510,8.4751E+11,8.475E+11,8475.1,84.75,Machines for assembling electric or electronic lamps. tubes or valves or flashbulbs. in glass envelopes
931239,4,847521,8.47521E+11,8.475E+11,,84.75,
931240,5,847521,8.47521E+11,8.47521E+11,8475.21,,Machines for making optical fibres and preforms thereof
931241,5,847529,8.47529E+11,8.47521E+11,8475.29,,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical fibres and preforms thereof and furnaces and heating apparatus for manufacturing toughened glass)
931242,4,847590,8.4759E+11,8.475E+11,8475.9,84.75,Parts of machines for assembling electric or electronic lamps. tubes or valves or flashbulbs. in glass envelopes and of machines for manufacturing or hot working glass or glassware. n.e.s.
931243,3,847600,8.476E+11,8.40021E+11,84.76,84,Automatic goods-vending machines. e.g. postage stamp. cigarette. food or beverage machines. incl. money-changing machines; parts thereof
931244,4,847621,8.47621E+11,8.476E+11,,84.76,
931245,5,847621,8.47621E+11,8.47621E+11,8476.21,,Automatic beverage-vending machines incorporating heating or refrigerating devices
931246,5,847629,8.47629E+11,8.47621E+11,8476.29,,Automatic beverage-vending machines. without heating or refrigerating devices
931247,4,847681,8.47681E+11,8.476E+11,,84.76,
931248,5,847681,8.47681E+11,8.47681E+11,8476.81,,Automatic goods-vending machines incorporating heating or refrigerating devices (excl. automatic beverage-vending machines)
931249,5,847689,8.47689E+11,8.47681E+11,8476.89,,Automatic goods-vending machines. without heating or refrigerating devices; money changing machines (excl. automatic beverage-vending machines)
931250,4,847690,8.4769E+11,8.476E+11,8476.9,84.76,Parts of automatic goods-vending machines. incl. money changing machines. n.e.s.
931251,3,847700,8.477E+11,8.40021E+11,84.77,84,Machinery for working rubber or plastics or for the manufacture of products from these materials. not specified or included elsewhere in this chapter. parts thereof
931252,4,847710,8.4771E+11,8.477E+11,8477.1,84.77,.njection-moulding machines for working rubber or plastics
931253,4,847720,8.4772E+11,8.477E+11,8477.2,84.77,Extruders for working rubber or plastics
931254,4,847730,8.4773E+11,8.477E+11,8477.3,84.77,Blow-moulding machines for working rubber or plastics
931255,4,847740,8.4774E+11,8.477E+11,8477.4,84.77,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics
931256,4,847751,8.47751E+11,8.477E+11,,84.77,
931257,5,847751,8.47751E+11,8.47751E+11,8477.51,,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes of rubber or plastics
931258,5,847759,8.47759E+11,8.47751E+11,8477.59,,Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines. extruders. blow-moulding machines. vacuum-moulding and other thermoforming machines; machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes)
931259,4,847780,8.4778E+11,8.477E+11,8477.8,84.77,Machinery for working rubber or plastics or for the manufacture of products from these materials. not specified or included elsewhere in this chapter
931260,4,847790,8.4779E+11,8.477E+11,8477.9,84.77,Parts of machinery for working rubber or plastics or for the manufacture of products from these materials. n.e.s.
931261,3,847800,8.478E+11,8.40021E+11,84.78,84,Machinery for preparing or making up tobacco. not specified or included elsewhere in this chapter; parts thereof
931262,4,847810,8.4781E+11,8.478E+11,8478.1,84.78,Machinery for preparing or making up tobacco (excl. dryers and other heating equipment. centrifuges and filter presses)
931263,4,847890,8.4789E+11,8.478E+11,8478.9,84.78,Parts of machinery for preparing or making up tobacco. n.e.s.
931264,3,847900,8.479E+11,8.40021E+11,84.79,84,Machines and mechanical appliances having individual functions. not specified or included elsewhere in this chapter; parts thereof
931265,4,847910,8.4791E+11,8.479E+11,8479.1,84.79,Machinery for public works. building or the like. n.e.s.
931266,4,847920,8.4792E+11,8.479E+11,8479.2,84.79,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils (other than centrifuges. filters and heating appliances)
931267,4,847930,8.4793E+11,8.479E+11,8479.3,84.79,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork (excl. dryers. spray guns and the like and machine tools)
931268,4,847940,8.4794E+11,8.479E+11,8479.4,84.79,Rope or cable-making machines (excl. twisting machines of the type used in spinning mills)
931269,4,847950,8.4795E+11,8.479E+11,8479.5,84.79,.ndustrial robots. n.e.s.
931270,4,847960,8.4796E+11,8.479E+11,8479.6,84.79,Evaporative air coolers. n.e.s.
931271,4,847971,8.47971E+11,8.479E+11,,84.79,
931272,5,847971,8.47971E+11,8.47971E+11,8479.71,,Passenger boarding bridges. of a kind used in airports
931273,5,847979,8.47979E+11,8.47971E+11,8479.79,,Passenger boarding bridges (excl. of a kind used in airports)
931274,4,847981,8.47981E+11,8.479E+11,,84.79,
931275,5,847981,8.47981E+11,8.47981E+11,8479.81,,Machinery for treating metal. incl. electric wire coil-winders. n.e.s. (excl. industrial robots. furnaces. dryers. spray guns and the like. high-pressure cleaning equipment and other jet cleaners. rolling millls or machines. machine tools and rope or cable-making machines)
931276,5,847982,8.47982E+11,8.47981E+11,8479.82,,Mixing. kneading. crushing. grinding. screening. sifting. homogenising. emulsifying or stirring machines. n.e.s. (excl. industrial robots)
931277,5,847989,8.47989E+11,8.47981E+11,8479.89,,Machines and mechanical appliances. n.e.s.
931278,4,847990,8.4799E+11,8.479E+11,8479.9,84.79,Parts of machines and mechanical appliances. n.e.s.
931279,3,848000,8.48E+11,8.40021E+11,84.8,84,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds). metal carbides. glass. mineral materials. rubber or plastics (excl. moulds of graphite or other carbons. ceramic or glass moulds and linotype moulds or matrices)
931280,4,848010,8.4801E+11,8.48E+11,8480.1,84.8,Moulding boxes for metal foundry
931281,4,848020,8.4802E+11,8.48E+11,8480.2,84.8,Mould bases (other than of graphite or other carbon. ceramic meterials or glass)
931282,4,848030,8.4803E+11,8.48E+11,8480.3,84.8,Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds)
931283,4,848041,8.48041E+11,8.48E+11,,84.8,
931284,5,848041,8.48041E+11,8.48041E+11,8480.41,,.njection or compression-type moulds for metal or metal carbides (excl. moulds of graphite or other carbons and ceramic or glass moulds)
931285,5,848049,8.48049E+11,8.48041E+11,8480.49,,Moulds for metal or metal carbides (excl. moulds of graphite or other carbons. ceramic or glass moulds. linotype moulds or matrices. injection or compression-type moulds and ingot moulds)
931286,4,848050,8.4805E+11,8.48E+11,8480.5,84.8,Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds)
931287,4,848060,8.4806E+11,8.48E+11,8480.6,84.8,Moulds for mineral materials (excl. moulds of graphite or other carbons. ceramic or glass moulds)
931288,4,848071,8.48071E+11,8.48E+11,,84.8,
931289,5,848071,8.48071E+11,8.48071E+11,8480.71,,.njection or compression-type moulds for rubber or plastics
931290,5,848079,8.48079E+11,8.48071E+11,8480.79,,Moulds for rubber or plastics (other than injection or compression types)
931291,3,848100,8.481E+11,8.40021E+11,84.81,84,Taps. cocks. valves and similar appliances for pipes. boiler shells. tanks. vats or the like. incl. pressure-reducing valves and thermostatically controlled valves; parts thereof
931292,4,848110,8.4811E+11,8.481E+11,8481.1,84.81,Pressure-reducing valves
931293,4,848120,8.4812E+11,8.481E+11,8481.2,84.81,Valves for oleohydraulic or pneumatic transmission
931294,4,848130,8.4813E+11,8.481E+11,8481.3,84.81,"Check ""non-return"" valves for pipes. boiler shells. tanks. vats or the like"
931295,4,848140,8.4814E+11,8.481E+11,8481.4,84.81,Safety or relief valves
931296,4,848180,8.4818E+11,8.481E+11,8481.8,84.81,"Appliances for pipes. boiler shells. tanks. vats or the like (excl. pressure-reducing valves. valves for the control of pneumatic power transmission. check ""non-return"" valves and safety or relief valves)"
931297,4,848190,8.4819E+11,8.481E+11,8481.9,84.81,Parts of valves and similar articles for pipes. boiler shells. tanks. vats or the like. n.e.s.
931298,3,848200,8.482E+11,8.40021E+11,84.82,84,Ball or roller bearings (excl. steel balls of heading 7326); parts thereof
931299,4,848210,8.4821E+11,8.482E+11,8482.1,84.82,Ball bearings
931300,4,848220,8.4822E+11,8.482E+11,8482.2,84.82,Tapered roller bearings. incl. cone and tapered roller assemblies
931301,4,848230,8.4823E+11,8.482E+11,8482.3,84.82,Spherical roller bearings
931302,4,848240,8.4824E+11,8.482E+11,8482.4,84.82,Needle roller bearings
931303,4,848250,8.4825E+11,8.482E+11,8482.5,84.82,Cylindrical roller bearings (excl. needle roller bearings)
931304,4,848280,8.4828E+11,8.482E+11,8482.8,84.82,Roller bearings. incl. combined ball-roller bearings (excl. ball bearings. tapered roller bearings. incl. cone and tapered roller assemblies. spherical roller bearings. needle and cylindrical roller bearings)
931305,4,848291,8.48291E+11,8.482E+11,,84.82,
931306,5,848291,8.48291E+11,8.48291E+11,8482.91,,Balls. needles and rollers for bearings (excl. steel balls of heading 7326)
931307,5,848299,8.48299E+11,8.48291E+11,8482.99,,Parts of ball or roller bearings (excl. balls. needles and rollers). n.e.s.
931308,3,848300,8.483E+11,8.40021E+11,84.83,84,Transmission shafts. incl. camshafts and crankshafts. and cranks; bearing housings and plain shaft bearings for machines; gears and gearing; ball or roller screws. gear boxes and other speed changers. incl. torque converters; flywheels and pulleys. incl. pulley blocks. clutches and shaft couplings. incl. universal joints; parts thereof
931309,4,848310,8.4831E+11,8.483E+11,8483.1,84.83,Transmission shafts. incl. cam shafts and crank shafts. and cranks
931310,4,848320,8.4832E+11,8.483E+11,8483.2,84.83,Bearing housings. incorporating ball or roller bearings. for machinery
931311,4,848330,8.4833E+11,8.483E+11,8483.3,84.83,Bearing housings for machinery. not incorporating ball or roller bearings; plain shaft bearings for machinery
931312,4,848340,8.4834E+11,8.483E+11,8483.4,84.83,Gears and gearing for machinery (excl. toothed wheels. chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers. incl. torque converters
931313,4,848350,8.4835E+11,8.483E+11,8483.5,84.83,Flywheels and pulleys. incl. pulley blocks
931314,4,848360,8.4836E+11,8.483E+11,8483.6,84.83,Clutches and shaft couplings. incl. universal joints. for machinery
931315,4,848390,8.4839E+11,8.483E+11,8483.9,84.83,Toothed wheels. chain sprockets and other transmission elements presented separately; parts of transmission shafts. ball screws. couplings and other articles of heading 8483. n.e.s.
931316,3,848400,8.484E+11,8.40021E+11,84.84,84,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints. dissimilar in composition. put up in pouches. envelopes or similar packings; mechanical seals
931317,4,848410,8.4841E+11,8.484E+11,8484.1,84.84,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal
931318,4,848420,8.4842E+11,8.484E+11,8484.2,84.84,Mechanical seals
931319,4,848490,8.4849E+11,8.484E+11,8484.9,84.84,Sets or assortments of gaskets and similar joints. dissimilar in composition. put up in pouches. envelopes or similar packings
931320,3,848600,8.486E+11,8.40021E+11,84.86,84,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers. semiconductor devices. electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9 C to chapter 84; parts and accessories. n.e.s.
931321,4,848610,8.4861E+11,8.486E+11,8486.1,84.86,Machines and apparatus for the manufacture of boules or wafers
931322,4,848620,8.4862E+11,8.486E+11,8486.2,84.86,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits
931323,4,848630,8.4863E+11,8.486E+11,8486.3,84.86,Machines and apparatus for the manufacture of flat panel displays
931324,4,848640,8.4864E+11,8.486E+11,8486.4,84.86,Machines and apparatus specified in NoteÎ¾9 C to chapter 84
931325,4,848690,8.4869E+11,8.486E+11,8486.9,84.86,Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers. semiconductor devices. electronic integrated circuits or flat panel displays. and for machines and apparatus specified in note 9 C to chapter 84. n.e.s.
931326,3,848700,8.487E+11,8.40021E+11,84.87,84,Machinery parts. n.e.s. in chapter 84 (excl. parts containing electrical connectors. insulators. coils. contacts or other electrical features)
931327,4,848710,8.4871E+11,8.487E+11,8487.1,84.87,Ships' or boats' propellers and blades therefor
931328,4,848790,8.4879E+11,8.487E+11,8487.9,84.87,Parts of machinery of chapter 84. not intended for a specific purpose. n.e.s.
931329,2,850021,8.50021E+11,8.40011E+11,85,XV.,ELECTR.CAL MACH.NERY AND EQU.PMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS. TELEV.S.ON .MAGE AND SOUND RECORDERS AND REPRODUCERS. AND PARTS AND ACCESSOR.ES OF SUCH ART.CLES
931330,3,850100,8.501E+11,8.50021E+11,85.01,85,Electric motors and generators (excl. generating sets)
931331,4,850110,8.5011E+11,8.501E+11,8501.1,85.01,Motors of an output <= 37.5 W
931332,4,850120,8.5012E+11,8.501E+11,8501.2,85.01,Universal AC-DC motors of an output > 37.5 W
931333,4,850131,8.50131E+11,8.501E+11,,85.01,
931334,5,850131,8.50131E+11,8.50131E+11,8501.31,,DC motors of an output > 37.5 W but <= 750 W and DC generators of an output <= 750 W
931335,5,850132,8.50132E+11,8.50131E+11,8501.32,,DC motors and DC generators of an output > 750 W but <= 75 kW
931336,5,850133,8.50133E+11,8.50131E+11,8501.33,,DC motors and DC generators of an output > 75 kW but <= 375 kW
931337,5,850134,8.50134E+11,8.50131E+11,8501.34,,DC motors and DC generators of an output > 375 kW
931338,4,850140,8.5014E+11,8.501E+11,8501.4,85.01,AC motors. single-phase. of an output > 37.5 W
931339,4,850151,8.50151E+11,8.501E+11,,85.01,
931340,5,850151,8.50151E+11,8.50151E+11,8501.51,,AC motors. multi-phase. of an output > 37.5 W but <= 750 W
931341,5,850152,8.50152E+11,8.50151E+11,8501.52,,AC motors. multi-phase. of an output > 750 W but <= 75 kW
931342,5,850153,8.50153E+11,8.50151E+11,8501.53,,AC motors. multi-phase. of an output > 75 kW
931343,4,850161,8.50161E+11,8.501E+11,,85.01,
931344,5,850161,8.50161E+11,8.50161E+11,8501.61,,"AC generators ""alternators"". of an output <= 75 kVA"
931345,5,850162,8.50162E+11,8.50161E+11,8501.62,,"AC generators ""alternators"". of an output > 75 kVA but <= 375 kVA"
931346,5,850163,8.50163E+11,8.50161E+11,8501.63,,"AC generators ""alternators"". of an output > 375 kVA but <= 750 kVA"
931347,5,850164,8.50164E+11,8.50161E+11,8501.64,,"AC generators ""alternators"". of an output > 750 kVA"
931348,3,850200,8.502E+11,8.50021E+11,85.02,85,Electric generating sets and rotary converters
931349,4,850211,8.50211E+11,8.502E+11,,85.02,
